Time,Date,Timestamp,AirTemp,RH,PAR,Windspeed,Winddirection,Precip,light,altitude,azimuth,numerictime,Noonage,growingseason
6:30:00,4/25/2021,4/25/2021 6:30,7.915,53.79,14.47,1.72,68.74,0,1,0.054299046,-1.827973044,0.270833333,morning,N
7:00:00,4/25/2021,4/25/2021 7:00,7.466,61.2,101.2,1.265,167.4,0,1,0.152074596,-1.745785937,0.291666667,morning,N
7:30:00,4/25/2021,4/25/2021 7:30,8.63,55.72,255.4,0.885,283.3,0,1,0.251273588,-1.664116458,0.3125,morning,N
8:00:00,4/25/2021,4/25/2021 8:00,10.15,53.46,414.6,0.758,342.5,0,1,0.351234263,-1.58132699,0.333333333,morning,N
8:30:00,4/25/2021,4/25/2021 8:30,11.72,49.84,667.7,1.133,268.3,0,1,0.45127712,-1.495552864,0.354166667,morning,N
9:00:00,4/25/2021,4/25/2021 9:00,13.25,41.88,861,0.568,54.26,0,1,0.550646502,-1.404554818,0.375,morning,N
9:30:00,4/25/2021,4/25/2021 9:30,14.89,39.25,1148,1.206,180.8,0,1,0.648431332,-1.305515912,0.395833333,morning,N
10:00:00,4/25/2021,4/25/2021 10:00,15.69,37.47,1355,1.452,89.4,0,1,0.743449846,-1.19477148,0.416666667,morning,N
10:30:00,4/25/2021,4/25/2021 10:30,16.85,36.44,1541,1.413,157.5,0,1,0.834076491,-1.06749019,0.4375,morning,N
11:00:00,4/25/2021,4/25/2021 11:00,18.27,32.22,1591,1.189,88.1,0,1,0.917987166,-0.917437892,0.458333333,morning,N
11:30:00,4/25/2021,4/25/2021 11:30,20.09,27.13,1870,1.24,41.31,0,1,0.99182685,-0.737284197,0.479166667,morning,N
12:00:00,4/25/2021,4/25/2021 12:00,20.88,28.11,1951,1.522,334.1,0,1,1.050933827,-0.520584473,0.5,morning,N
12:30:00,4/25/2021,4/25/2021 12:30,21.64,25.08,1864,1.445,64.72,0,1,1.089587334,-0.266953613,0.520833333,afternoon,N
13:00:00,4/25/2021,4/25/2021 13:00,22.1,25.39,2017,2.113,45.57,0,1,1.102540764,0.011012432,0.541666667,afternoon,N
13:30:00,4/25/2021,4/25/2021 13:30,23.83,23.14,2085,1.441,84.8,0,1,1.087678929,0.287998422,0.5625,afternoon,N
14:00:00,4/25/2021,4/25/2021 14:00,25.05,18.46,2058,1.342,97.5,0,1,1.047420291,0.539269991,0.583333333,afternoon,N
14:30:00,4/25/2021,4/25/2021 14:30,26.02,16.83,2000,1.479,157,0,1,0.987130824,0.753290786,0.604166667,afternoon,N
15:00:00,4/25/2021,4/25/2021 15:00,26.09,17.17,1903,1.434,314,0,1,0.912490513,0.931111888,0.625,afternoon,N
15:30:00,4/25/2021,4/25/2021 15:30,26.21,17.1,1697,1.392,347.4,0,1,0.828068497,1.079367247,0.645833333,afternoon,N
16:00:00,4/25/2021,4/25/2021 16:00,26.92,13.06,1595,1.093,109.6,0,1,0.737137257,1.205346552,0.666666667,afternoon,N
16:30:00,4/25/2021,4/25/2021 16:30,27.08,13.53,1352,1.219,85.8,0,1,0.641962796,1.315184748,0.6875,afternoon,N
17:00:00,4/25/2021,4/25/2021 17:00,26.55,15.5,921,1.209,183.5,0,1,0.544133631,1.413621177,0.708333333,afternoon,N
17:30:00,4/25/2021,4/25/2021 17:30,26.73,13.5,862,0.928,216.6,0,1,0.444809352,1.504250937,0.729166667,afternoon,N
18:00:00,4/25/2021,4/25/2021 18:00,24.95,17.23,316.5,1.425,163.7,0,1,0.344888882,1.589842449,0.75,afternoon,N
18:30:00,4/25/2021,4/25/2021 18:30,24.51,19.17,396,0.68,176.1,0,1,0.24512264,1.672602585,0.770833333,afternoon,N
19:00:00,4/25/2021,4/25/2021 19:00,24.03,16.12,225.4,0.848,255.1,0,1,0.14618993,1.754375111,0.791666667,afternoon,N
19:30:00,4/25/2021,4/25/2021 19:30,21.1,24.44,85.1,0.491,162.4,0,1,0.048756307,1.836784473,0.8125,afternoon,N
20:00:00,4/25/2021,4/25/2021 20:00,17.77,31.24,19.6,0.613,236.8,0,0,-0.046479619,1.921338597,0.833333333,afternoon,N
20:30:00,4/25/2021,4/25/2021 20:30,15.4,34.58,1.038,0.92,258.4,0,0,-0.138744174,2.009499406,0.854166667,afternoon,N
21:00:00,4/25/2021,4/25/2021 21:00,14.15,23.48,0.249,1.517,281.7,0,0,-0.227148316,2.102722911,0.875,afternoon,N
21:30:00,4/25/2021,4/25/2021 21:30,18.66,14,0.205,3.05,280.5,0,0,-0.310648689,2.202463023,0.895833333,afternoon,N
22:00:00,4/25/2021,4/25/2021 22:00,15.86,31.77,0.185,1.272,114,0,0,-0.388013465,2.310124855,0.916666667,afternoon,N
22:30:00,4/25/2021,4/25/2021 22:30,12.72,30.79,0.246,1.382,212.9,0,0,-0.457801821,2.426946018,0.9375,afternoon,N
23:00:00,4/25/2021,4/25/2021 23:00,11.35,34.91,0.267,0.86,214.6,0,0,-0.518373352,2.553784732,0.958333333,afternoon,N
23:30:00,4/25/2021,4/25/2021 23:30,9.53,43.36,0.269,1.032,244.3,0,0,-0.567950769,2.690814363,0.979166667,afternoon,N
0:00:00,4/26/2021,4/26/2021 0:00,8.08,48.74,0.236,0.839,204,0,0,-0.604759098,2.837179643,0,morning,N
0:30:00,4/26/2021,4/26/2021 0:30,6.778,48.71,0.208,0.372,243.5,0,0,-0.627246131,2.990754885,0.020833333,morning,N
1:00:00,4/26/2021,4/26/2021 1:00,5.715,56.23,0.213,0.517,181.6,0,0,-0.634346446,-3.134985417,0.041666667,morning,N
1:30:00,4/26/2021,4/26/2021 1:30,5.282,56.52,0.218,0.573,295.6,0,0,-0.625702662,-2.977751779,0.0625,morning,N
2:00:00,4/26/2021,4/26/2021 2:00,5.322,50.26,0.217,1.019,22.57,0,0,-0.601747044,-2.824769912,0.083333333,morning,N
2:30:00,4/26/2021,4/26/2021 2:30,5.13,63.61,0.221,0.313,201.9,0,0,-0.563603082,-2.679275785,0.104166667,morning,N
3:00:00,4/26/2021,4/26/2021 3:00,3.005,72.6,0.233,0.451,283.6,0,0,-0.512855449,-2.543267776,0.125,morning,N
3:30:00,4/26/2021,4/26/2021 3:30,2.342,70.59,0.247,0.934,288.6,0,0,-0.451287059,-2.417487822,0.145833333,morning,N
4:00:00,4/26/2021,4/26/2021 4:00,1.7,75.2,0.235,0.439,270.2,0,0,-0.380665691,-2.301681603,0.166666667,morning,N
4:30:00,4/26/2021,4/26/2021 4:30,1.819,69.55,0.232,0.356,232.5,0,0,-0.302612914,-2.194943387,0.1875,morning,N
5:00:00,4/26/2021,4/26/2021 5:00,1.645,73.23,0.229,0.208,249.4,0,0,-0.218547659,-2.096013681,0.208333333,morning,N
5:30:00,4/26/2021,4/26/2021 5:30,0.811,72.09,0.247,0.412,51.64,0,0,-0.129680582,-2.003481505,0.229166667,morning,N
6:00:00,4/26/2021,4/26/2021 6:00,0.799,73.8,0.428,0.572,328.6,0,0,-0.037036397,-1.915895156,0.25,morning,N
6:30:00,4/26/2021,4/26/2021 6:30,0.948,74.07,16.24,0.54,149.6,0,1,0.058511338,-1.831803286,0.270833333,morning,N
7:00:00,4/26/2021,4/26/2021 7:00,1.896,74.54,103.4,0.624,170.4,0,1,0.156201274,-1.749747221,0.291666667,morning,N
7:30:00,4/26/2021,4/26/2021 7:30,5.39,62.63,303.4,0.607,282.7,0,1,0.255344134,-1.668217971,0.3125,morning,N
8:00:00,4/26/2021,4/26/2021 8:00,10.56,39.64,548.2,0.723,152.3,0,1,0.35528076,-1.585582902,0.333333333,morning,N
8:30:00,4/26/2021,4/26/2021 8:30,16.23,24.65,513.7,1.031,163.3,0,1,0.455335124,-1.499979305,0.354166667,morning,N
9:00:00,4/26/2021,4/26/2021 9:00,18.45,17.81,534.6,2.398,179.3,0,1,0.554756194,-1.409165187,0.375,morning,N
9:30:00,4/26/2021,4/26/2021 9:30,19.42,13.93,873,3.154,181.5,0,1,0.652638771,-1.310312354,0.395833333,morning,N
10:00:00,4/26/2021,4/26/2021 10:00,21.68,10.15,1275,2.905,182.2,0,1,0.747807868,-1.199728483,0.416666667,morning,N
10:30:00,4/26/2021,4/26/2021 10:30,23.07,7.706,1411,2.52,176.3,0,1,0.838643979,-1.072523084,0.4375,morning,N
11:00:00,4/26/2021,4/26/2021 11:00,23.31,8.89,1538,3.257,243.5,0,1,0.922823638,-0.922345672,0.458333333,morning,N
11:30:00,4/26/2021,4/26/2021 11:30,24.32,7.772,1825,2.323,179.5,0,1,0.996976151,-0.741661244,0.479166667,morning,N
12:00:00,4/26/2021,4/26/2021 12:00,25.89,10.25,1987,1.62,97.4,0,1,1.056388697,-0.523740221,0.5,morning,N
12:30:00,4/26/2021,4/26/2021 12:30,26.45,5.428,1979,2.26,283.2,0,1,1.095238955,-0.268001493,0.520833333,afternoon,N
13:00:00,4/26/2021,4/26/2021 13:00,26.56,7.327,2037,1.641,23.41,0,1,1.108161193,0.012691781,0.541666667,afternoon,N
13:30:00,4/26/2021,4/26/2021 13:30,26.62,10.72,2079,1.568,125.8,0,1,1.093003253,0.292212148,0.5625,afternoon,N
14:00:00,4/26/2021,4/26/2021 14:00,26.35,6.614,2093,2.54,0.265,0,1,1.05227757,0.545138863,0.583333333,afternoon,N
14:30:00,4/26/2021,4/26/2021 14:30,26.67,6.817,1646,1.675,19.41,0,1,0.991488076,0.759886132,0.604166667,afternoon,N
15:00:00,4/26/2021,4/26/2021 15:00,25.81,8.11,1196,1.618,27.89,0,1,0.916404887,0.937822759,0.625,afternoon,N
15:30:00,4/26/2021,4/26/2021 15:30,25.2,8.65,1002,2.917,58.12,0,1,0.831629514,1.085891881,0.645833333,afternoon,N
16:00:00,4/26/2021,4/26/2021 16:00,25.08,7.328,791.9,1.78,9.27,0,1,0.74043497,1.211572485,0.666666667,afternoon,N
16:30:00,4/26/2021,4/26/2021 16:30,24.67,11.3,595.2,1.116,279.6,0,1,0.645076582,1.321094079,0.6875,afternoon,N
17:00:00,4/26/2021,4/26/2021 17:00,23.58,9.1,572.3,3.211,284.7,0,1,0.547130622,1.419237233,0.708333333,afternoon,N
17:30:00,4/26/2021,4/26/2021 17:30,23.01,9.84,715.1,3.779,310.9,0,1,0.447746197,1.509611948,0.729166667,afternoon,N
18:00:00,4/26/2021,4/26/2021 18:00,23.03,10.83,562.6,3.685,302,0,1,0.347814215,1.594989333,0.75,afternoon,N
18:30:00,4/26/2021,4/26/2021 18:30,22.08,12.08,301.7,2.728,306.8,0,1,0.248079358,1.677573426,0.770833333,afternoon,N
19:00:00,4/26/2021,4/26/2021 19:00,20.71,13.24,175.1,2.34,285.1,0,1,0.149217039,1.759202547,0.791666667,afternoon,N
19:30:00,4/26/2021,4/26/2021 19:30,19.64,12.36,82.5,3.099,262.7,0,1,0.051890324,1.841494105,0.8125,afternoon,N
20:00:00,4/26/2021,4/26/2021 20:00,18.89,13.58,19.34,2.755,311.5,0,0,-0.043203717,1.925947446,0.833333333,afternoon,N
20:30:00,4/26/2021,4/26/2021 20:30,18.04,15.22,1.135,2.142,235.3,0,0,-0.135292474,2.014013838,0.854166667,afternoon,N
21:00:00,4/26/2021,4/26/2021 21:00,16.24,30.85,0.253,0.856,169.8,0,0,-0.223488074,2.107135672,0.875,afternoon,N
21:30:00,4/26/2021,4/26/2021 21:30,12.17,31.57,0.263,0.504,211.5,0,0,-0.306749208,2.206749218,0.895833333,afternoon,N
22:00:00,4/26/2021,4/26/2021 22:00,10.96,32.7,0.265,0.561,243.5,0,0,-0.383848014,2.314237092,0.916666667,afternoon,N
22:30:00,4/26/2021,4/26/2021 22:30,10.24,39.74,0.271,0.919,211.3,0,0,-0.453350861,2.430809676,0.9375,afternoon,N
23:00:00,4/26/2021,4/26/2021 23:00,9.38,35.57,0.271,0.696,205.5,0,0,-0.513629134,2.557295579,0.958333333,afternoon,N
23:30:00,4/26/2021,4/26/2021 23:30,9.27,36.22,0.272,0.998,219.3,0,0,-0.562922804,2.693842233,0.979166667,afternoon,N
0:00:00,4/27/2021,4/27/2021 0:00,10.04,25.47,0.216,0.964,207.9,0,0,-0.599478987,2.839582266,0,morning,N
0:30:00,4/27/2021,4/27/2021 0:30,11.47,21.43,0.203,1.031,212.2,0,0,-0.621769252,2.992403097,0.020833333,morning,N
1:00:00,4/27/2021,4/27/2021 1:00,13.38,21.73,0.202,1.351,179.7,0,0,-0.62874805,-3.134176984,0.041666667,morning,N
1:30:00,4/27/2021,4/27/2021 1:30,11.93,28.49,0.204,0.647,104.7,0,0,-0.620067959,-2.977801597,0.0625,morning,N
2:00:00,4/27/2021,4/27/2021 2:00,10.18,32.06,0.206,0.697,189.6,0,0,-0.596158223,-2.825626337,0.083333333,morning,N
2:30:00,4/27/2021,4/27/2021 2:30,10.25,36.35,0.208,0.601,128.9,0,0,-0.558128056,-2.680834903,0.104166667,morning,N
3:00:00,4/27/2021,4/27/2021 3:00,10.6,44.79,0.209,0.925,215.3,0,0,-0.5075418,-2.545401759,0.125,morning,N
3:30:00,4/27/2021,4/27/2021 3:30,8.4,37.82,0.236,1.297,238.1,0,0,-0.44616156,-2.420070685,0.145833333,morning,N
4:00:00,4/27/2021,4/27/2021 4:00,6.832,52.32,0.217,0.872,310,0,0,-0.375737463,-2.304605336,0.166666667,morning,N
4:30:00,4/27/2021,4/27/2021 4:30,6.213,47.42,0.241,0.863,227.1,0,0,-0.29787789,-2.198124343,0.1875,morning,N
5:00:00,4/27/2021,4/27/2021 5:00,6.39,43.99,0.236,1.271,306.6,0,0,-0.213992767,-2.099392471,0.208333333,morning,N
5:30:00,4/27/2021,4/27/2021 5:30,8.91,38.37,0.234,1.75,311,0,0,-0.125286949,-2.007019813,0.229166667,morning,N
6:00:00,4/27/2021,4/27/2021 6:00,9.51,41.71,0.337,1.637,310.6,0,0,-0.03278147,-1.919571707,0.25,morning,N
6:30:00,4/27/2021,4/27/2021 6:30,8.23,46.6,12.71,0.875,27.92,0,1,0.062652596,-1.835610092,0.270833333,morning,N
7:00:00,4/27/2021,4/27/2021 7:00,9.43,49.76,52.42,2.944,36.28,0,1,0.160255914,-1.753686451,0.291666667,morning,N
7:30:00,4/27/2021,4/27/2021 7:30,8.76,59.17,102.3,1.722,105.8,0,1,0.259341303,-1.672299359,0.3125,morning,N
8:00:00,4/27/2021,4/27/2021 8:00,9.26,66.72,277.1,2.328,42.06,0,1,0.359252223,-1.58982133,0.333333333,morning,N
8:30:00,4/27/2021,4/27/2021 8:30,9.23,71.89,258.3,3.307,42.98,0,1,0.459316149,-1.504391913,0.354166667,morning,N
9:00:00,4/27/2021,4/27/2021 9:00,9.64,73.58,339,1.2,129.8,0,1,0.558786726,-1.413766851,0.375,morning,N
9:30:00,4/27/2021,4/27/2021 9:30,10.06,69.52,350.3,1.093,74.39,0,1,0.656764757,-1.315107388,0.395833333,morning,N
10:00:00,4/27/2021,4/27/2021 10:00,10.87,65.65,510.1,2.686,59.43,0,1,0.752082258,-1.204694478,0.416666667,morning,N
10:30:00,4/27/2021,4/27/2021 10:30,10.9,67.38,372.5,1.775,228.4,0,1,0.843126202,-1.077579496,0.4375,morning,N
11:00:00,4/27/2021,4/27/2021 11:00,11.46,62.27,657,1.635,286.7,0,1,0.927574485,-0.927295989,0.458333333,morning,N
11:30:00,4/27/2021,4/27/2021 11:30,12.64,67.02,554.9,1.572,324.5,0,1,1.002041726,-0.746101936,0.479166667,morning,N
12:00:00,4/27/2021,4/27/2021 12:00,11.47,62.47,993,1.338,210.2,0.254,1,1.061764693,-0.526974231,0.5,morning,N
12:30:00,4/27/2021,4/27/2021 12:30,13.5,58.35,1752,2.258,313.2,0,1,1.100818585,-0.269122437,0.520833333,afternoon,N
13:00:00,4/27/2021,4/27/2021 13:00,14.42,52.46,2095,2.194,226.3,0,1,1.113715636,0.014323796,0.541666667,afternoon,N
13:30:00,4/27/2021,4/27/2021 13:30,15.96,42.69,1965,1.754,26.55,0,1,1.098265163,0.296401122,0.5625,afternoon,N
14:00:00,4/27/2021,4/27/2021 14:00,16.44,46.42,1353,1.192,177.4,0,1,1.057075544,0.550984814,0.583333333,afternoon,N
14:30:00,4/27/2021,4/27/2021 14:30,15.88,55.72,1698,4.908,14.66,0,1,0.99579065,0.766446952,0.604166667,afternoon,N
15:00:00,4/27/2021,4/27/2021 15:00,12.87,75.23,550.2,5.5,32.22,0,1,0.920270618,0.944486208,0.625,afternoon,N
15:30:00,4/27/2021,4/27/2021 15:30,10.07,84.2,321.2,3.913,63.76,0.254,1,0.835148346,1.09235984,0.645833333,afternoon,N
16:00:00,4/27/2021,4/27/2021 16:00,9.41,87.9,388.4,4.081,346.9,0.508,1,0.743696608,1.217736241,0.666666667,afternoon,N
16:30:00,4/27/2021,4/27/2021 16:30,8.75,86.7,533.2,4.473,2.8,0,1,0.648159673,1.326938268,0.6875,afternoon,N
17:00:00,4/27/2021,4/27/2021 17:00,8.66,87.3,351,5.059,353.5,0,1,0.550101441,1.424786584,0.708333333,afternoon,N
17:30:00,4/27/2021,4/27/2021 17:30,8.73,87,360.2,4.809,9.99,0,1,0.450660532,1.514905308,0.729166667,afternoon,N
18:00:00,4/27/2021,4/27/2021 18:00,8.68,83.3,301.2,4.531,342.2,0,1,0.350719879,1.600067744,0.75,afternoon,N
18:30:00,4/27/2021,4/27/2021 18:30,8.52,79.22,303.6,4.271,338.5,0,1,0.251018464,1.682474799,0.770833333,afternoon,N
19:00:00,4/27/2021,4/27/2021 19:00,7.901,77.09,66.76,3.794,308.3,0,1,0.152227835,1.763959161,0.791666667,afternoon,N
19:30:00,4/27/2021,4/27/2021 19:30,7.79,76.69,13.13,2.307,313.9,0,1,0.055008563,1.846131101,0.8125,afternoon,N
20:00:00,4/27/2021,4/27/2021 20:00,7.364,88,2.825,2.392,23.57,1.524,0,-0.039943846,1.930481335,0.833333333,afternoon,N
20:30:00,4/27/2021,4/27/2021 20:30,6.324,90.3,0.494,3.031,336.7,1.27,0,-0.131857903,2.018450489,0.854166667,afternoon,N
21:00:00,4/27/2021,4/27/2021 21:00,5.79,93,0.216,2.593,2.923,0.508,0,-0.219846984,2.111467428,0.875,afternoon,N
21:30:00,4/27/2021,4/27/2021 21:30,5.43,94.9,0.213,2.517,318.2,1.27,0,-0.302871927,2.210951014,0.895833333,afternoon,N
22:00:00,4/27/2021,4/27/2021 22:00,5.208,94.2,0.233,1.981,327.7,1.524,0,-0.379708921,2.318261798,0.916666667,afternoon,N
22:30:00,4/27/2021,4/27/2021 22:30,5.098,91.8,0.222,2.009,326.7,1.524,0,-0.448931573,2.434583636,0.9375,afternoon,N
23:00:00,4/27/2021,4/27/2021 23:00,4.714,94.4,0.245,2.169,348.4,1.524,0,-0.508922985,2.560716543,0.958333333,afternoon,N
23:30:00,4/27/2021,4/27/2021 23:30,4.453,95.5,0.233,1.314,311.8,0.508,0,-0.557940126,2.696783233,0.979166667,afternoon,N
0:00:00,4/28/2021,4/28/2021 0:00,4.497,96.7,0.241,0.493,274.1,0.762,0,-0.594251699,2.8419053,0,morning,N
0:30:00,4/28/2021,4/28/2021 0:30,4.63,94.3,0.234,1.096,324.1,0.254,0,-0.616352343,2.993983627,0.020833333,morning,N
1:00:00,4/28/2021,4/28/2021 1:00,4.635,93.3,0.226,1.271,2.73,0.508,0,-0.623215632,-3.133420545,0.041666667,morning,N
1:30:00,4/28/2021,4/28/2021 1:30,4.519,93.8,0.229,1.47,321.7,0.254,0,-0.614503583,-2.977885945,0.0625,morning,N
2:00:00,4/28/2021,4/28/2021 2:00,4.439,95.8,0.224,0.799,353.8,0.762,0,-0.590642297,-2.826500451,0.083333333,morning,N
2:30:00,4/28/2021,4/28/2021 2:30,4.443,93,0.235,0.889,312.5,1.016,0,-0.552726975,-2.682397377,0.104166667,morning,N
3:00:00,4/28/2021,4/28/2021 3:00,4.361,94.6,0.238,0.613,316.9,0.762,0,-0.502302106,-2.547528117,0.125,morning,N
3:30:00,4/28/2021,4/28/2021 3:30,4.31,95.6,0.221,0.357,266.9,0.254,0,-0.441109473,-2.422638235,0.145833333,morning,N
4:00:00,4/28/2021,4/28/2021 4:00,4.368,96.9,0.221,0.387,205,0.508,0,-0.370881941,-2.307508798,0.166666667,morning,N
4:30:00,4/28/2021,4/28/2021 4:30,4.381,97.1,0.222,0.43,234.6,0.508,0,-0.293214958,-2.201282109,0.1875,morning,N
5:00:00,4/28/2021,4/28/2021 5:00,4.376,97.2,0.223,1.013,228,0.508,0,-0.209509589,-2.102746592,0.208333333,morning,N
5:30:00,4/28/2021,4/28/2021 5:30,4.417,96.6,0.223,1.669,254.4,0,0,-0.120964958,-2.01053296,0.229166667,morning,N
6:00:00,4/28/2021,4/28/2021 6:00,4.552,94,0.261,1.636,254.8,0.254,0,-0.028598453,-1.9232233,0.25,morning,N
6:30:00,4/28/2021,4/28/2021 6:30,4.657,94.5,2.475,0.91,279.5,0,1,0.06672133,-1.839392678,0.270833333,morning,N
7:00:00,4/28/2021,4/28/2021 7:00,4.795,96.2,21.47,0.128,296.3,0,1,0.164237071,-1.757602689,0.291666667,morning,N
7:30:00,4/28/2021,4/28/2021 7:30,5.007,95.3,46.77,0.325,211.6,0,1,0.263263692,-1.676359524,0.3125,morning,N
8:00:00,4/28/2021,4/28/2021 8:00,5.449,91.4,64.59,0.355,225.4,0,1,0.363147283,-1.59404101,0.333333333,morning,N
8:30:00,4/28/2021,4/28/2021 8:30,5.927,87,95.2,0.413,233.3,0,1,0.463218842,-1.508789246,0.354166667,morning,N
9:00:00,4/28/2021,4/28/2021 9:00,6.354,86,155.3,0.392,207.5,0,1,0.562736748,-1.418358186,0.375,morning,N
9:30:00,4/28/2021,4/28/2021 9:30,7.096,82.1,366.6,0.577,344,0,1,0.660807908,-1.319899215,0.395833333,morning,N
10:00:00,4/28/2021,4/28/2021 10:00,8.53,74.14,747.3,0.475,180.4,0,1,0.756271572,-1.209667543,0.416666667,morning,N
10:30:00,4/28/2021,4/28/2021 10:30,10.45,67.35,1103,0.63,115.8,0,1,0.847521611,-1.082657525,0.4375,morning,N
11:00:00,4/28/2021,4/28/2021 11:00,11.35,63.36,1138,0.985,203.1,0,1,0.932238017,-0.932287274,0.458333333,morning,N
11:30:00,4/28/2021,4/28/2021 11:30,12.11,58.83,1891,1.067,234.2,0,1,1.007021747,-0.75060559,0.479166667,morning,N
12:00:00,4/28/2021,4/28/2021 12:00,13.31,61.7,1242,1.269,155.6,0,1,1.06705994,-0.530287333,0.5,morning,N
12:30:00,4/28/2021,4/28/2021 12:30,13.32,46.37,1054,0.833,219.5,0,1,1.106324479,-0.2703189,0.520833333,afternoon,N
13:00:00,4/28/2021,4/28/2021 13:00,13.54,46.98,1444,1.212,100.7,0,1,1.119202643,0.015905022,0.541666667,afternoon,N
13:30:00,4/28/2021,4/28/2021 13:30,15.22,47.35,1758,1.924,0.675,0,1,1.103463578,0.300561346,0.5625,afternoon,N
14:00:00,4/28/2021,4/28/2021 14:00,15.3,35.52,1532,1.487,259.8,0,1,1.06181351,0.55680348,0.583333333,afternoon,N
14:30:00,4/28/2021,4/28/2021 14:30,15.84,42.76,1832,2.195,341.1,0,1,1.000038174,0.772968904,0.604166667,afternoon,N
15:00:00,4/28/2021,4/28/2021 15:00,15.38,38.04,1290,1.957,332,0,1,0.924087563,0.95109826,0.625,afternoon,N
15:30:00,4/28/2021,4/28/2021 15:30,16.46,32.91,1824,1.75,278.6,0,1,0.838624971,1.098767643,0.645833333,afternoon,N
16:00:00,4/28/2021,4/28/2021 16:00,17.02,39.87,1627,1.948,139.6,0,1,0.746922185,1.223834805,0.666666667,afternoon,N
16:30:00,4/28/2021,4/28/2021 16:30,17.07,34.77,1436,1.556,180,0,1,0.651212059,1.332714686,0.6875,afternoon,N
17:00:00,4/28/2021,4/28/2021 17:00,17.58,33,1222,1.424,45.32,0,1,0.553046017,1.430266906,0.708333333,afternoon,N
17:30:00,4/28/2021,4/28/2021 17:30,17.39,32.05,904,1.394,86.1,0,1,0.453552201,1.520128929,0.729166667,afternoon,N
18:00:00,4/28/2021,4/28/2021 18:00,17.31,34.97,743.6,1.429,92.9,0,1,0.353605614,1.605075784,0.75,afternoon,N
18:30:00,4/28/2021,4/28/2021 18:30,16.73,33.72,602,1.24,124.2,0,1,0.25393958,1.687304955,0.770833333,afternoon,N
19:00:00,4/28/2021,4/28/2021 19:00,16.67,41.33,387.1,1.318,147.4,0,1,0.155221809,1.768643336,0.791666667,afternoon,N
19:30:00,4/28/2021,4/28/2021 19:30,15.72,46.46,172.1,0.553,137.9,0,1,0.05811038,1.850693962,0.8125,afternoon,N
20:00:00,4/28/2021,4/28/2021 20:00,13.32,54.09,41.68,0.476,157.8,0,0,-0.036700795,1.934938881,0.833333333,afternoon,N
20:30:00,4/28/2021,4/28/2021 20:30,9.85,70.87,3.363,0.605,220.2,0,0,-0.128441401,2.022808099,0.854166667,afternoon,N
21:00:00,4/28/2021,4/28/2021 21:00,7.912,74.64,0.228,0.619,251.5,0,0,-0.216226142,2.115717067,0.875,afternoon,N
21:30:00,4/28/2021,4/28/2021 21:30,7.357,71.7,0.208,0.444,243,0,0,-0.29901809,2.215067476,0.895833333,afternoon,N
22:00:00,4/28/2021,4/28/2021 22:00,7.236,73.79,0.219,0.538,328.7,0,0,-0.375597573,2.322198247,0.916666667,afternoon,N
22:30:00,4/28/2021,4/28/2021 22:30,6.428,84.5,0.223,0.277,335.7,0,0,-0.444545463,2.438267416,0.9375,afternoon,N
23:00:00,4/28/2021,4/28/2021 23:00,5.027,86.2,0.242,0.414,230.9,0,0,-0.504256501,2.564047403,0.958333333,afternoon,N
23:30:00,4/28/2021,4/28/2021 23:30,4.023,92.8,0.24,0.531,234,0,0,-0.553004385,2.699637379,0.979166667,afternoon,N
0:00:00,4/29/2021,4/29/2021 0:00,3.083,92,0.235,0.339,55.63,0,0,-0.589078901,2.844148926,0,morning,N
0:30:00,4/29/2021,4/29/2021 0:30,2.054,96.4,0.232,0.197,215,0,0,-0.610997059,2.995496704,0.020833333,morning,N
1:00:00,4/29/2021,4/29/2021 1:00,2.114,96.9,0.244,0.656,281,0,0,-0.61775083,-3.132715944,0.041666667,morning,N
1:30:00,4/29/2021,4/29/2021 1:30,1.961,95.6,0.242,0.501,217.5,0,0,-0.609011162,-2.978004804,0.0625,morning,N
2:00:00,4/29/2021,4/29/2021 2:00,1.658,93.2,0.25,0.651,305.8,0,0,-0.585200899,-2.827392373,0.083333333,morning,N
2:30:00,4/29/2021,4/29/2021 2:30,1.442,94.7,0.252,0.816,282.3,0,0,-0.547401487,-2.683963394,0.104166667,morning,N
3:00:00,4/29/2021,4/29/2021 3:00,2.471,88.5,0.258,0.649,257.1,0,0,-0.497138028,-2.549647023,0.125,morning,N
3:30:00,4/29/2021,4/29/2021 3:30,1.473,91.4,0.252,0.349,262.3,0,0,-0.436132466,-2.42519056,0.145833333,morning,N
4:00:00,4/29/2021,4/29/2021 4:00,0.812,92.9,0.258,0.188,215.4,0,0,-0.366100782,-2.310391945,0.166666667,morning,N
4:30:00,4/29/2021,4/29/2021 4:30,0.651,95.6,0.253,0.44,271.3,0,0,-0.288625748,-2.204416492,0.1875,morning,N
5:00:00,4/29/2021,4/29/2021 5:00,-0.116,95.1,0.249,0.219,262.7,0,0,-0.205099717,-2.106075692,0.208333333,morning,N
5:30:00,4/29/2021,4/29/2021 5:30,-0.637,96.9,0.259,0.305,290.6,0,0,-0.116716158,-2.014020435,0.229166667,morning,N
6:00:00,4/29/2021,4/29/2021 6:00,-0.542,94,0.852,0.301,189,0,0,-0.024488844,-1.926849266,0.25,morning,N
6:30:00,4/29/2021,4/29/2021 6:30,-0.431,91.7,30.61,0.484,220.4,0,1,0.070716093,-1.843150221,0.270833333,morning,N
